<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.10	06:01:00	0.97447	0.97447	0.97431	0.97433	40	0	1
2022.10.10	06:02:00	0.97433	0.97449	0.97433	0.97447	55	0	1
2022.10.10	06:03:00	0.97445	0.97446	0.97436	0.97436	61	0	1
2022.10.10	06:04:00	0.97437	0.97437	0.97426	0.97426	60	0	1
2022.10.10	06:05:00	0.97427	0.97427	0.97414	0.97414	37	0	1
2022.10.10	06:06:00	0.97416	0.97416	0.97407	0.97407	44	0	1
2022.10.10	06:07:00	0.97408	0.97409	0.97402	0.97402	21	0	1
2022.10.10	06:08:00	0.97403	0.97415	0.97403	0.97414	65	0	1
2022.10.10	06:09:00	0.97414	0.97418	0.97406	0.97409	45	0	1
2022.10.10	06:10:00	0.97409	0.97422	0.97408	0.97418	70	0	1
2022.10.10	06:11:00	0.97419	0.97426	0.97418	0.97425	25	0	1
2022.10.10	06:12:00	0.97425	0.97438	0.97425	0.97436	27	0	1
2022.10.10	06:13:00	0.97436	0.97443	0.97433	0.97436	35	0	1
2022.10.10	06:14:00	0.97437	0.97442	0.97434	0.97438	40	0	1
2022.10.10	06:15:00	0.97437	0.97438	0.97425	0.97427	44	0	1
2022.10.10	06:16:00	0.97427	0.97427	0.97414	0.97414	46	0	1
2022.10.10	06:17:00	0.97414	0.97414	0.97403	0.97409	35	0	1
2022.10.10	06:18:00	0.97409	0.97414	0.97408	0.97413	23	0	1
2022.10.10	06:19:00	0.97413	0.97413	0.97403	0.97403	37	0	1
2022.10.10	06:20:00	0.97404	0.97405	0.97394	0.97399	55	0	1
2022.10.10	06:21:00	0.97398	0.97399	0.97390	0.97392	37	0	1
2022.10.10	06:22:00	0.97392	0.97395	0.97377	0.97377	55	0	1
2022.10.10	06:23:00	0.97377	0.97377	0.97366	0.97372	72	0	1
2022.10.10	06:24:00	0.97372	0.97376	0.97370	0.97372	56	0	1
2022.10.10	06:25:00	0.97373	0.97389	0.97373	0.97383	62	0	1
2022.10.10	06:26:00	0.97382	0.97385	0.97369	0.97370	47	0	1
2022.10.10	06:27:00	0.97369	0.97374	0.97366	0.97367	60	0	1
2022.10.10	06:28:00	0.97366	0.97368	0.97360	0.97363	54	0	1
2022.10.10	06:29:00	0.97363	0.97369	0.97356	0.97367	87	0	1
2022.10.10	06:30:00	0.97367	0.97373	0.97361	0.97373	29	0	1
2022.10.10	06:31:00	0.97372	0.97388	0.97369	0.97382	69	0	0
2022.10.10	06:32:00	0.97382	0.97382	0.97376	0.97377	25	0	1
2022.10.10	06:33:00	0.97377	0.97377	0.97356	0.97357	33	0	1
2022.10.10	06:34:00	0.97357	0.97362	0.97353	0.97359	44	0	1
2022.10.10	06:35:00	0.97359	0.97366	0.97356	0.97363	25	0	1
2022.10.10	06:36:00	0.97363	0.97363	0.97356	0.97358	29	0	1
2022.10.10	06:37:00	0.97358	0.97359	0.97345	0.97347	39	0	1
2022.10.10	06:38:00	0.97348	0.97351	0.97345	0.97348	31	0	0
2022.10.10	06:39:00	0.97348	0.97348	0.97326	0.97333	61	0	1
2022.10.10	06:40:00	0.97333	0.97352	0.97333	0.97351	63	0	1
2022.10.10	06:41:00	0.97350	0.97354	0.97337	0.97337	45	0	1
2022.10.10	06:42:00	0.97338	0.97341	0.97332	0.97333	42	0	1
2022.10.10	06:43:00	0.97333	0.97346	0.97332	0.97342	48	0	1
2022.10.10	06:44:00	0.97341	0.97351	0.97333	0.97333	63	0	1
2022.10.10	06:45:00	0.97333	0.97338	0.97331	0.97332	52	0	1
2022.10.10	06:46:00	0.97332	0.97342	0.97327	0.97335	33	0	1
2022.10.10	06:47:00	0.97335	0.97336	0.97324	0.97329	43	0	1
2022.10.10	06:48:00	0.97329	0.97334	0.97325	0.97334	30	0	1
2022.10.10	06:49:00	0.97334	0.97338	0.97332	0.97338	26	0	1
2022.10.10	06:50:00	0.97337	0.97339	0.97336	0.97337	14	0	1
2022.10.10	06:51:00	0.97337	0.97338	0.97331	0.97337	72	0	1
2022.10.10	06:52:00	0.97336	0.97346	0.97335	0.97342	49	0	1
2022.10.10	06:53:00	0.97342	0.97349	0.97336	0.97348	68	0	1
2022.10.10	06:54:00	0.97347	0.97354	0.97344	0.97351	82	0	1
2022.10.10	06:55:00	0.97352	0.97361	0.97347	0.97361	58	0	1
2022.10.10	06:56:00	0.97362	0.97365	0.97358	0.97363	51	0	1
2022.10.10	06:57:00	0.97360	0.97372	0.97360	0.97368	37	0	1
2022.10.10	06:58:00	0.97368	0.97374	0.97367	0.97370	35	0	1
2022.10.10	06:59:00	0.97369	0.97380	0.97369	0.97378	48	0	1
2022.10.10	07:00:00	0.97377	0.97380	0.97364	0.97370	64	0	0
2022.10.10	07:01:00	0.97371	0.97371	0.97354	0.97358	67	0	0
2022.10.10	07:02:00	0.97358	0.97374	0.97357	0.97361	74	0	0
2022.10.10	07:03:00	0.97361	0.97385	0.97360	0.97383	69	0	0
2022.10.10	07:04:00	0.97384	0.97384	0.97374	0.97376	62	0	0
2022.10.10	07:05:00	0.97377	0.97386	0.97369	0.97381	45	0	0
2022.10.10	07:06:00	0.97381	0.97387	0.97375	0.97385	48	0	0
2022.10.10	07:07:00	0.97386	0.97395	0.97379	0.97388	47	0	0
2022.10.10	07:08:00	0.97388	0.97390	0.97374	0.97374	55	0	0
2022.10.10	07:09:00	0.97375	0.97379	0.97366	0.97368	56	0	0
2022.10.10	07:10:00	0.97369	0.97373	0.97364	0.97373	72	0	0
2022.10.10	07:11:00	0.97373	0.97381	0.97372	0.97378	46	0	0
2022.10.10	07:12:00	0.97376	0.97376	0.97364	0.97374	42	0	0
2022.10.10	07:13:00	0.97373	0.97379	0.97366	0.97375	44	0	0
2022.10.10	07:14:00	0.97374	0.97387	0.97374	0.97382	21	0	0
2022.10.10	07:15:00	0.97382	0.97396	0.97382	0.97396	28	0	0
2022.10.10	07:16:00	0.97396	0.97398	0.97390	0.97395	37	0	0
2022.10.10	07:17:00	0.97396	0.97397	0.97386	0.97389	29	0	0
2022.10.10	07:18:00	0.97386	0.97390	0.97381	0.97387	25	0	0
2022.10.10	07:19:00	0.97387	0.97395	0.97386	0.97391	37	0	0
2022.10.10	07:20:00	0.97391	0.97396	0.97389	0.97395	34	0	0
2022.10.10	07:21:00	0.97394	0.97396	0.97389	0.97395	67	0	0
2022.10.10	07:22:00	0.97395	0.97397	0.97390	0.97391	43	0	0
2022.10.10	07:23:00	0.97391	0.97395	0.97383	0.97384	29	0	0
2022.10.10	07:24:00	0.97383	0.97387	0.97371	0.97374	56	0	0
2022.10.10	07:25:00	0.97374	0.97374	0.97361	0.97366	43	0	0
2022.10.10	07:26:00	0.97368	0.97372	0.97368	0.97370	21	0	0
2022.10.10	07:27:00	0.97370	0.97371	0.97344	0.97346	46	0	0
2022.10.10	07:28:00	0.97346	0.97346	0.97329	0.97333	55	0	0
2022.10.10	07:29:00	0.97333	0.97343	0.97333	0.97343	30	0	0
2022.10.10	07:30:00	0.97343	0.97353	0.97341	0.97347	42	0	0
2022.10.10	07:31:00	0.97346	0.97358	0.97346	0.97354	38	0	0
2022.10.10	07:32:00	0.97355	0.97361	0.97354	0.97361	36	0	0
2022.10.10	07:33:00	0.97366	0.97369	0.97359	0.97359	31	0	0
2022.10.10	07:34:00	0.97359	0.97364	0.97349	0.97349	17	0	0
2022.10.10	07:35:00	0.97349	0.97349	0.97341	0.97342	28	0	0
2022.10.10	07:36:00	0.97342	0.97353	0.97339	0.97353	48	0	0
2022.10.10	07:37:00	0.97354	0.97358	0.97353	0.97356	16	0	0
2022.10.10	07:38:00	0.97354	0.97363	0.97353	0.97354	47	0	0
2022.10.10	07:39:00	0.97354	0.97356	0.97341	0.97344	38	0	0
2022.10.10	07:40:00	0.97345	0.97366	0.97345	0.97362	41	0	0
2022.10.10	07:41:00	0.97361	0.97372	0.97361	0.97364	24	0	0
2022.10.10	07:42:00	0.97364	0.97372	0.97363	0.97371	26	0	0
2022.10.10	07:43:00	0.97372	0.97385	0.97372	0.97379	31	0	0
2022.10.10	07:44:00	0.97379	0.97389	0.97378	0.97389	32	0	0
2022.10.10	07:45:00	0.97390	0.97393	0.97379	0.97381	53	0	0
2022.10.10	07:46:00	0.97383	0.97386	0.97365	0.97384	80	0	0
2022.10.10	07:47:00	0.97381	0.97397	0.97379	0.97389	47	0	0
2022.10.10	07:48:00	0.97388	0.97389	0.97375	0.97380	36	0	0
2022.10.10	07:49:00	0.97380	0.97390	0.97376	0.97385	33	0	0
2022.10.10	07:50:00	0.97386	0.97389	0.97377	0.97386	44	0	0
2022.10.10	07:51:00	0.97387	0.97402	0.97387	0.97393	61	0	0
2022.10.10	07:52:00	0.97394	0.97397	0.97392	0.97394	24	0	0
2022.10.10	07:53:00	0.97394	0.97405	0.97394	0.97401	32	0	0
2022.10.10	07:54:00	0.97401	0.97410	0.97400	0.97405	41	0	0
2022.10.10	07:55:00	0.97405	0.97410	0.97397	0.97399	22	0	0
2022.10.10	07:56:00	0.97399	0.97400	0.97395	0.97399	15	0	0
2022.10.10	07:57:00	0.97399	0.97409	0.97399	0.97402	18	0	0
2022.10.10	07:58:00	0.97406	0.97409	0.97397	0.97403	45	0	0
2022.10.10	07:59:00	0.97403	0.97405	0.97399	0.97399	24	0	0
2022.10.10	08:00:00	0.97399	0.97405	0.97388	0.97404	47	0	0
2022.10.10	08:01:00	0.97404	0.97411	0.97400	0.97410	57	0	0
2022.10.10	08:02:00	0.97410	0.97418	0.97410	0.97413	44	0	0
2022.10.10	08:03:00	0.97414	0.97423	0.97413	0.97420	48	0	0
2022.10.10	08:04:00	0.97420	0.97421	0.97408	0.97413	53	0	0
2022.10.10	08:05:00	0.97413	0.97414	0.97408	0.97411	34	0	0
2022.10.10	08:06:00	0.97411	0.97419	0.97411	0.97413	36	0	0
2022.10.10	08:07:00	0.97413	0.97414	0.97408	0.97408	41	0	0
2022.10.10	08:08:00	0.97407	0.97407	0.97387	0.97388	22	0	0
2022.10.10	08:09:00	0.97389	0.97389	0.97376	0.97387	46	0	0
2022.10.10	08:10:00	0.97386	0.97389	0.97382	0.97385	70	0	0
2022.10.10	08:11:00	0.97385	0.97395	0.97384	0.97394	67	0	0
2022.10.10	08:12:00	0.97394	0.97415	0.97394	0.97407	66	0	0
2022.10.10	08:13:00	0.97405	0.97405	0.97391	0.97393	88	0	0
2022.10.10	08:14:00	0.97393	0.97399	0.97387	0.97395	67	0	0
2022.10.10	08:15:00	0.97394	0.97394	0.97380	0.97380	52	0	0
2022.10.10	08:16:00	0.97380	0.97385	0.97378	0.97383	47	0	0
2022.10.10	08:17:00	0.97383	0.97388	0.97379	0.97388	49	0	0
2022.10.10	08:18:00	0.97388	0.97395	0.97386	0.97389	37	0	0
2022.10.10	08:19:00	0.97388	0.97401	0.97388	0.97398	45	0	0
2022.10.10	08:20:00	0.97399	0.97400	0.97394	0.97396	29	0	0
2022.10.10	08:21:00	0.97395	0.97399	0.97395	0.97399	39	0	0
2022.10.10	08:22:00	0.97399	0.97399	0.97395	0.97399	29	0	0
2022.10.10	08:23:00	0.97399	0.97409	0.97396	0.97409	29	0	0
2022.10.10	08:24:00	0.97409	0.97420	0.97409	0.97416	66	0	0
2022.10.10	08:25:00	0.97415	0.97424	0.97414	0.97421	48	0	0
2022.10.10	08:26:00	0.97421	0.97436	0.97399	0.97399	110	0	0
2022.10.10	08:27:00	0.97398	0.97398	0.97368	0.97376	39	0	0
2022.10.10	08:28:00	0.97377	0.97386	0.97377	0.97379	24	0	0
2022.10.10	08:29:00	0.97379	0.97389	0.97360	0.97366	36	0	0
2022.10.10	08:30:00	0.97361	0.97362	0.97304	0.97321	77	0	0
2022.10.10	08:31:00	0.97321	0.97325	0.97307	0.97307	48	0	0
2022.10.10	08:32:00	0.97307	0.97307	0.97266	0.97276	99	0	0
2022.10.10	08:33:00	0.97275	0.97276	0.97182	0.97191	151	0	0
2022.10.10	08:34:00	0.97192	0.97214	0.97191	0.97209	69	0	0
2022.10.10	08:35:00	0.97204	0.97243	0.97200	0.97241	58	0	0
2022.10.10	08:36:00	0.97241	0.97252	0.97237	0.97251	40	0	0
2022.10.10	08:37:00	0.97251	0.97261	0.97235	0.97253	46	0	0
2022.10.10	08:38:00	0.97250	0.97266	0.97248	0.97260	35	0	0
2022.10.10	08:39:00	0.97260	0.97263	0.97230	0.97230	58	0	0
2022.10.10	08:40:00	0.97231	0.97246	0.97228	0.97241	60	0	0
2022.10.10	08:41:00	0.97244	0.97257	0.97244	0.97244	70	0	0
2022.10.10	08:42:00	0.97243	0.97243	0.97213	0.97224	59	0	0
2022.10.10	08:43:00	0.97228	0.97241	0.97226	0.97226	77	0	0
2022.10.10	08:44:00	0.97226	0.97236	0.97219	0.97221	68	0	0
2022.10.10	08:45:00	0.97221	0.97234	0.97219	0.97232	54	0	0
2022.10.10	08:46:00	0.97231	0.97260	0.97231	0.97258	53	0	0
2022.10.10	08:47:00	0.97257	0.97262	0.97230	0.97257	70	0	0
2022.10.10	08:48:00	0.97257	0.97260	0.97236	0.97240	80	0	0
2022.10.10	08:49:00	0.97240	0.97245	0.97208	0.97209	108	0	0
2022.10.10	08:50:00	0.97210	0.97210	0.97184	0.97196	90	0	0
2022.10.10	08:51:00	0.97196	0.97199	0.97190	0.97195	67	0	0
2022.10.10	08:52:00	0.97196	0.97226	0.97196	0.97223	70	0	0
2022.10.10	08:53:00	0.97223	0.97225	0.97209	0.97217	76	0	0
2022.10.10	08:54:00	0.97217	0.97226	0.97213	0.97214	92	0	0
2022.10.10	08:55:00	0.97214	0.97220	0.97210	0.97220	67	0	0
2022.10.10	08:56:00	0.97219	0.97224	0.97209	0.97209	81	0	0
2022.10.10	08:57:00	0.97209	0.97210	0.97169	0.97170	102	0	0
2022.10.10	08:58:00	0.97170	0.97182	0.97161	0.97182	134	0	0
2022.10.10	08:59:00	0.97183	0.97183	0.97159	0.97170	136	0	0
2022.10.10	09:00:00	0.97171	0.97216	0.97171	0.97210	176	0	0
2022.10.10	09:01:00	0.97210	0.97215	0.97201	0.97213	141	0	0
2022.10.10	09:02:00	0.97207	0.97213	0.97187	0.97189	155	0	0
2022.10.10	09:03:00	0.97188	0.97224	0.97183	0.97215	195	0	0
2022.10.10	09:04:00	0.97216	0.97230	0.97210	0.97220	134	0	0
2022.10.10	09:05:00	0.97220	0.97226	0.97211	0.97216	105	0	0
2022.10.10	09:06:00	0.97216	0.97253	0.97214	0.97251	133	0	0
2022.10.10	09:07:00	0.97251	0.97286	0.97251	0.97271	141	0	0
2022.10.10	09:08:00	0.97270	0.97273	0.97248	0.97259	145	0	0
2022.10.10	09:09:00	0.97259	0.97268	0.97246	0.97254	78	0	0
2022.10.10	09:10:00	0.97254	0.97282	0.97254	0.97271	83	0	0
2022.10.10	09:11:00	0.97271	0.97279	0.97262	0.97270	87	0	0
2022.10.10	09:12:00	0.97270	0.97294	0.97267	0.97290	91	0	0
2022.10.10	09:13:00	0.97291	0.97306	0.97279	0.97306	110	0	0
2022.10.10	09:14:00	0.97306	0.97325	0.97297	0.97312	115	0	0
2022.10.10	09:15:00	0.97312	0.97321	0.97307	0.97314	94	0	0
2022.10.10	09:16:00	0.97314	0.97323	0.97302	0.97312	106	0	0
2022.10.10	09:17:00	0.97313	0.97332	0.97311	0.97319	90	0	0
2022.10.10	09:18:00	0.97317	0.97332	0.97315	0.97330	75	0	0
2022.10.10	09:19:00	0.97332	0.97337	0.97308	0.97310	90	0	0
2022.10.10	09:20:00	0.97305	0.97306	0.97289	0.97296	124	0	0
2022.10.10	09:21:00	0.97296	0.97312	0.97295	0.97307	98	0	0
2022.10.10	09:22:00	0.97306	0.97317	0.97302	0.97314	81	0	0
2022.10.10	09:23:00	0.97315	0.97316	0.97298	0.97301	66	0	0
2022.10.10	09:24:00	0.97301	0.97307	0.97278	0.97281	60	0	0
2022.10.10	09:25:00	0.97279	0.97299	0.97279	0.97283	85	0	0
2022.10.10	09:26:00	0.97283	0.97303	0.97277	0.97288	91	0	0
2022.10.10	09:27:00	0.97288	0.97308	0.97288	0.97297	126	0	0
2022.10.10	09:28:00	0.97296	0.97307	0.97293	0.97294	80	0	0
2022.10.10	09:29:00	0.97294	0.97311	0.97291	0.97300	79	0	0
2022.10.10	09:30:00	0.97301	0.97318	0.97287	0.97290	85	0	0
2022.10.10	09:31:00	0.97290	0.97301	0.97272	0.97279	86	0	0
2022.10.10	09:32:00	0.97279	0.97279	0.97262	0.97271	116	0	0
2022.10.10	09:33:00	0.97271	0.97271	0.97221	0.97229	101	0	0
2022.10.10	09:34:00	0.97229	0.97245	0.97229	0.97234	79	0	0
2022.10.10	09:35:00	0.97227	0.97233	0.97221	0.97226	86	0	0
2022.10.10	09:36:00	0.97225	0.97242	0.97216	0.97234	149	0	0
2022.10.10	09:37:00	0.97234	0.97243	0.97231	0.97237	116	0	0
2022.10.10	09:38:00	0.97237	0.97242	0.97233	0.97233	56	0	0
2022.10.10	09:39:00	0.97233	0.97241	0.97220	0.97223	84	0	0
2022.10.10	09:40:00	0.97223	0.97255	0.97223	0.97247	93	0	0
2022.10.10	09:41:00	0.97246	0.97247	0.97231	0.97237	107	0	0
2022.10.10	09:42:00	0.97238	0.97244	0.97231	0.97241	76	0	0
2022.10.10	09:43:00	0.97238	0.97247	0.97232	0.97242	74	0	0
2022.10.10	09:44:00	0.97245	0.97259	0.97241	0.97257	59	0	0
2022.10.10	09:45:00	0.97258	0.97290	0.97253	0.97290	102	0	0
2022.10.10	09:46:00	0.97289	0.97320	0.97287	0.97315	68	0	0
2022.10.10	09:47:00	0.97314	0.97314	0.97293	0.97314	24	0	0
2022.10.10	09:48:00	0.97314	0.97323	0.97304	0.97307	91	0	0
2022.10.10	09:49:00	0.97306	0.97307	0.97293	0.97295	94	0	0
2022.10.10	09:50:00	0.97294	0.97303	0.97288	0.97295	63	0	0
2022.10.10	09:51:00	0.97295	0.97313	0.97295	0.97302	80	0	0
2022.10.10	09:52:00	0.97302	0.97323	0.97302	0.97313	80	0	0
2022.10.10	09:53:00	0.97313	0.97315	0.97282	0.97292	68	0	0
2022.10.10	09:54:00	0.97291	0.97301	0.97276	0.97284	110	0	0
2022.10.10	09:55:00	0.97284	0.97295	0.97269	0.97273	103	0	0
2022.10.10	09:56:00	0.97273	0.97293	0.97254	0.97255	127	0	0
2022.10.10	09:57:00	0.97256	0.97259	0.97187	0.97187	144	0	0
2022.10.10	09:58:00	0.97185	0.97198	0.97172	0.97191	131	0	0
2022.10.10	09:59:00	0.97192	0.97195	0.97167	0.97190	149	0	0
2022.10.10	10:00:00	0.97192	0.97287	0.97191	0.97214	251	0	0
2022.10.10	10:01:00	0.97214	0.97229	0.97196	0.97204	188	0	0
2022.10.10	10:02:00	0.97204	0.97222	0.97184	0.97194	203	0	0
2022.10.10	10:03:00	0.97195	0.97229	0.97194	0.97205	173	0	0
2022.10.10	10:04:00	0.97204	0.97260	0.97197	0.97253	188	0	0
2022.10.10	10:05:00	0.97252	0.97253	0.97219	0.97243	130	0	0
2022.10.10	10:06:00	0.97243	0.97263	0.97212	0.97214	125	0	0
2022.10.10	10:07:00	0.97214	0.97248	0.97212	0.97248	112	0	0
2022.10.10	10:08:00	0.97249	0.97274	0.97242	0.97259	159	0	0
2022.10.10	10:09:00	0.97258	0.97290	0.97255	0.97285	143	0	0
2022.10.10	10:10:00	0.97286	0.97286	0.97262	0.97272	155	0	0
2022.10.10	10:11:00	0.97272	0.97293	0.97267	0.97269	160	0	0
2022.10.10	10:12:00	0.97269	0.97302	0.97263	0.97269	166	0	0
2022.10.10	10:13:00	0.97269	0.97331	0.97269	0.97324	178	0	0
2022.10.10	10:14:00	0.97323	0.97333	0.97291	0.97297	142	0	0
2022.10.10	10:15:00	0.97295	0.97311	0.97263	0.97264	154	0	0
2022.10.10	10:16:00	0.97263	0.97274	0.97241	0.97248	181	0	0
2022.10.10	10:17:00	0.97248	0.97286	0.97243	0.97286	154	0	0
2022.10.10	10:18:00	0.97287	0.97296	0.97264	0.97273	128	0	0
2022.10.10	10:19:00	0.97272	0.97280	0.97252	0.97253	145	0	0
2022.10.10	10:20:00	0.97253	0.97299	0.97246	0.97295	167	0	0
2022.10.10	10:21:00	0.97296	0.97300	0.97289	0.97299	104	0	0
2022.10.10	10:22:00	0.97299	0.97299	0.97271	0.97287	122	0	0
2022.10.10	10:23:00	0.97286	0.97311	0.97247	0.97248	150	0	0
2022.10.10	10:24:00	0.97247	0.97302	0.97243	0.97285	145	0	0
2022.10.10	10:25:00	0.97286	0.97310	0.97279	0.97294	142	0	0
2022.10.10	10:26:00	0.97295	0.97296	0.97254	0.97272	120	0	0
2022.10.10	10:27:00	0.97271	0.97286	0.97268	0.97280	88	0	0
2022.10.10	10:28:00	0.97280	0.97283	0.97255	0.97261	120	0	0
2022.10.10	10:29:00	0.97260	0.97268	0.97229	0.97229	100	0	0
2022.10.10	10:30:00	0.97228	0.97233	0.97212	0.97212	95	0	0
2022.10.10	10:31:00	0.97212	0.97242	0.97207	0.97226	91	0	0
2022.10.10	10:32:00	0.97227	0.97231	0.97215	0.97229	122	0	0
2022.10.10	10:33:00	0.97229	0.97229	0.97217	0.97220	116	0	0
2022.10.10	10:34:00	0.97220	0.97231	0.97213	0.97226	91	0	0
2022.10.10	10:35:00	0.97225	0.97230	0.97206	0.97216	131	0	0
2022.10.10	10:36:00	0.97215	0.97256	0.97215	0.97242	110	0	0
2022.10.10	10:37:00	0.97242	0.97243	0.97212	0.97226	87	0	0
2022.10.10	10:38:00	0.97225	0.97233	0.97203	0.97207	104	0	0
2022.10.10	10:39:00	0.97207	0.97223	0.97191	0.97196	154	0	0
2022.10.10	10:40:00	0.97195	0.97203	0.97181	0.97199	116	0	0
2022.10.10	10:41:00	0.97201	0.97203	0.97119	0.97127	178	0	0
2022.10.10	10:42:00	0.97127	0.97136	0.97101	0.97105	159	0	0
2022.10.10	10:43:00	0.97103	0.97108	0.97069	0.97082	112	0	0
2022.10.10	10:44:00	0.97082	0.97088	0.97043	0.97046	178	0	0
2022.10.10	10:45:00	0.97046	0.97048	0.97022	0.97032	188	0	0
2022.10.10	10:46:00	0.97031	0.97048	0.97021	0.97039	138	0	0
2022.10.10	10:47:00	0.97040	0.97081	0.97039	0.97067	141	0	0
2022.10.10	10:48:00	0.97069	0.97080	0.97042	0.97043	125	0	0
2022.10.10	10:49:00	0.97043	0.97043	0.97023	0.97027	101	0	0
2022.10.10	10:50:00	0.97027	0.97049	0.97026	0.97049	73	0	0
2022.10.10	10:51:00	0.97049	0.97049	0.97020	0.97021	115	0	0
2022.10.10	10:52:00	0.97021	0.97032	0.97014	0.97027	111	0	0
2022.10.10	10:53:00	0.97028	0.97033	0.97017	0.97023	121	0	0
2022.10.10	10:54:00	0.97023	0.97024	0.97001	0.97016	112	0	0
2022.10.10	10:55:00	0.97017	0.97048	0.96992	0.97043	131	0	0
2022.10.10	10:56:00	0.97044	0.97055	0.97023	0.97026	132	0	0
2022.10.10	10:57:00	0.97026	0.97060	0.97021	0.97060	93	0	0
2022.10.10	10:58:00	0.97058	0.97065	0.97031	0.97049	130	0	0
2022.10.10	10:59:00	0.97050	0.97079	0.97046	0.97069	103	0	0
2022.10.10	11:00:00	0.97065	0.97090	0.97065	0.97074	98	0	0
2022.10.10	11:01:00	0.97074	0.97074	0.97030	0.97046	84	0	0
2022.10.10	11:02:00	0.97043	0.97062	0.97033	0.97058	116	0	0
2022.10.10	11:03:00	0.97058	0.97058	0.97020	0.97023	164	0	0
2022.10.10	11:04:00	0.97023	0.97039	0.96999	0.97003	120	0	0
2022.10.10	11:05:00	0.97003	0.97014	0.96995	0.96995	102	0	0
2022.10.10	11:06:00	0.96996	0.96996	0.96961	0.96981	169	0	0
2022.10.10	11:07:00	0.96982	0.97003	0.96974	0.96987	157	0	0
2022.10.10	11:08:00	0.96987	0.96992	0.96976	0.96981	100	0	0
2022.10.10	11:09:00	0.96983	0.96984	0.96966	0.96976	122	0	0
2022.10.10	11:10:00	0.96977	0.96979	0.96963	0.96970	84	0	0
2022.10.10	11:11:00	0.96970	0.96981	0.96958	0.96961	103	0	0
2022.10.10	11:12:00	0.96962	0.96966	0.96927	0.96957	111	0	0
2022.10.10	11:13:00	0.96953	0.96966	0.96919	0.96923	124	0	0
2022.10.10	11:14:00	0.96922	0.96934	0.96903	0.96907	138	0	0
2022.10.10	11:15:00	0.96904	0.96910	0.96900	0.96904	66	0	0
2022.10.10	11:16:00	0.96904	0.96919	0.96903	0.96914	91	0	0
2022.10.10	11:17:00	0.96915	0.96919	0.96902	0.96902	91	0	0
2022.10.10	11:18:00	0.96905	0.96914	0.96875	0.96878	152	0	0
2022.10.10	11:19:00	0.96879	0.96956	0.96878	0.96946	215	0	0
2022.10.10	11:20:00	0.96947	0.96962	0.96938	0.96957	155	0	0
2022.10.10	11:21:00	0.96957	0.96959	0.96932	0.96938	165	0	0
2022.10.10	11:22:00	0.96937	0.96949	0.96928	0.96936	124	0	0
2022.10.10	11:23:00	0.96939	0.96977	0.96936	0.96969	138	0	0
2022.10.10	11:24:00	0.96969	0.96969	0.96937	0.96941	134	0	0
2022.10.10	11:25:00	0.96943	0.96948	0.96901	0.96935	181	0	0
2022.10.10	11:26:00	0.96936	0.96945	0.96926	0.96936	121	0	0
2022.10.10	11:27:00	0.96937	0.96949	0.96932	0.96941	157	0	0
2022.10.10	11:28:00	0.96942	0.96945	0.96931	0.96938	148	0	0
2022.10.10	11:29:00	0.96938	0.96940	0.96922	0.96923	105	0	0
2022.10.10	11:30:00	0.96922	0.96926	0.96886	0.96911	181	0	0
2022.10.10	11:31:00	0.96911	0.96924	0.96893	0.96897	170	0	0
2022.10.10	11:32:00	0.96895	0.96897	0.96876	0.96881	131	0	0
2022.10.10	11:33:00	0.96880	0.96894	0.96877	0.96892	107	0	0
2022.10.10	11:34:00	0.96889	0.96895	0.96874	0.96878	137	0	0
2022.10.10	11:35:00	0.96877	0.96882	0.96853	0.96858	146	0	0
2022.10.10	11:36:00	0.96857	0.96879	0.96853	0.96863	125	0	0
2022.10.10	11:37:00	0.96863	0.96869	0.96859	0.96861	104	0	0
2022.10.10	11:38:00	0.96861	0.96871	0.96859	0.96860	110	0	0
2022.10.10	11:39:00	0.96861	0.96864	0.96852	0.96854	108	0	0
2022.10.10	11:40:00	0.96852	0.96859	0.96819	0.96853	144	0	0
2022.10.10	11:41:00	0.96853	0.96877	0.96847	0.96863	143	0	0
2022.10.10	11:42:00	0.96863	0.96867	0.96841	0.96848	112	0	0
2022.10.10	11:43:00	0.96848	0.96863	0.96839	0.96842	137	0	0
2022.10.10	11:44:00	0.96845	0.96880	0.96845	0.96873	131	0	0
2022.10.10	11:45:00	0.96873	0.96878	0.96850	0.96869	130	0	0
2022.10.10	11:46:00	0.96870	0.96899	0.96866	0.96899	140	0	0
2022.10.10	11:47:00	0.96899	0.96909	0.96890	0.96892	115	0	0
2022.10.10	11:48:00	0.96892	0.96932	0.96889	0.96927	139	0	0
2022.10.10	11:49:00	0.96926	0.96929	0.96915	0.96923	110	0	0
2022.10.10	11:50:00	0.96923	0.96931	0.96909	0.96912	128	0	0
2022.10.10	11:51:00	0.96912	0.96916	0.96891	0.96891	124	0	0
2022.10.10	11:52:00	0.96891	0.96892	0.96847	0.96857	122	0	0
2022.10.10	11:53:00	0.96856	0.96893	0.96856	0.96881	126	0	0
2022.10.10	11:54:00	0.96881	0.96921	0.96876	0.96917	146	0	0
2022.10.10	11:55:00	0.96917	0.96925	0.96890	0.96890	132	0	0
2022.10.10	11:56:00	0.96892	0.96893	0.96858	0.96874	156	0	0
2022.10.10	11:57:00	0.96874	0.96893	0.96868	0.96877	155	0	0
